project_building_identifier,project_school_name,project_type,project_description,project_phase_name,project_phase_actual_start_date,project_phase_planned_end_date,project_phase_actual_end_date,project_budget_amount,final_estimate_of_actual_costs_through_end_of_phase_amount,total_phase_actual_spending_amount,dsf_number_s,failure,project_type_SCA,project_type_CIP,project_type_DIIT,project_type_DOE,project_type_DOES,project_type_DOER,project_type_RESOA,project_type_IEH,project_type_PRE-K,project_type_DCAS,project_type_FAST_TRACK_PROJECTS,borough,over_budget_percentage,over_budget_amount,start_and_planned_end_diff
X435,FORDHAM HS FOR THE ARTS - BRON,SCA CIP RESOA,FY16 RESO A LIBRARY UPGRADE,Scope,2016-01-14,2016-05-16,04/20/2016,0.0,26643.0,26643.0,DSF: 0000822352,False,1,1,0,0,0,0,1,0,0,0,0,bronx,-inf,-26643.0,123.0
X435,FORDHAM HS FOR THE ARTS - BRON,SCA CIP RESOA,FY16 RESO A LIBRARY UPGRADE,Design,2016-06-01,2016-10-17,10/14/2016,156000.0,106569.0,106569.0,DSF: 0000822352,False,1,1,0,0,0,0,1,0,0,0,0,bronx,32.0,49431.0,138.0
X435,FORDHAM HS FOR THE ARTS - BRON,SCA IEH,IEH PO18-STAGE ELECTRICAL PANEL,Construction,2016-10-19,,07/01/2017,,24240.0,5192.0,DSF: 0000043425,False,1,0,0,0,0,0,0,1,0,0,0,bronx,,,
X435,FORDHAM HS FOR THE ARTS - BX,SCA IEH,"IEH PO18-CUSTODIANS TOILET,GIRLS LOCKER RM VESTIBU",Construction,2017-04-06,,08/09/2017,,21800.0,1894.0,DSF: 0000046168,False,1,0,0,0,0,0,0,1,0,0,0,bronx,,,
X440,DEWITT CLINTON HS - X,SCA CIP,EXTERIOR MASONRY/FLOOD ELIMINATION/PARAPETS/ROOF,Scope,2012-10-03,2013-02-22,09/10/2013,407835.0,317409.0,295273.0,"DSF: 0000754569, 0000797100, 0000798647, 0000821913",False,1,1,0,0,0,0,0,0,0,0,0,bronx,28.000000000000004,112562.0,142.0
X440,DEWITT CLINTON HS - X,SCA CIP,EXTERIOR MASONRY/FLOOD ELIMINATION/PARAPETS/ROOF,Design,2013-12-18,2014-05-21,03/10/2015,1631340.0,1136024.0,978157.0,"DSF: 0000754569, 0000797100, 0000798647, 0000821913",False,1,1,0,0,0,0,0,0,0,0,0,bronx,40.0,653183.0,154.0
X440,DEWITT CLINTON HS - X,SCA CIP,GYM UPGRADE,Scope,2013-11-22,2014-03-21,03/03/2014,60456.0,61373.0,61373.0,DSF: 0000774374,False,1,1,0,0,0,0,0,0,0,0,0,bronx,-2.0,-917.0,119.0
X440,DEWITT CLINTON HS - X,SCA CIP,GYM UPGRADE,Design,2014-03-28,2014-09-26,09/23/2014,241822.0,269123.0,259555.0,DSF: 0000774374,False,1,1,0,0,0,0,0,0,0,0,0,bronx,-7.000000000000001,-17733.0,182.0
X440,DEWITT CLINTON HS - X,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Scope,2017-10-24,2018-02-23,11/30/2017,12874.0,1572.0,1572.0,DSF: 0000867078,False,1,1,0,0,0,0,0,0,0,0,0,bronx,88.0,11302.0,122.0
X440,DEWITT CLINTON HS - X,SCA CIP RESOA,FY15 RESO A CAFETERIA UPGRADE,Scope,2015-01-26,2015-05-27,04/02/2015,0.0,34470.0,34470.0,DSF: 0000800078,False,1,1,0,0,0,0,1,0,0,0,0,bronx,-inf,-34470.0,121.0
X444,PRE-K CENTER @ 2510 MARION AVE,PRE-K,LEASE,Scope,2015-05-06,2015-05-13,05/13/2015,229175.0,168448.0,168448.0,DSF: 0000822032,False,0,0,0,0,0,0,0,0,1,0,0,bronx,26.0,60727.0,7.0
X444,PRE-K CENTER @ 2510 MARION AVE,PRE-K,LEASE,Design,2015-05-14,2015-09-22,12/30/2015,733360.0,783855.0,623316.0,DSF: 0000822032,False,0,0,0,0,0,0,0,0,1,0,0,bronx,15.0,110044.0,131.0
X444,PRE-K CENTER @ 2510 MARION AVE,PRE-K,LEASE,Construction,2016-03-18,2017-09-08,09/05/2017,10285374.0,10060052.0,9878486.0,DSF: 0000822032,False,0,0,0,0,0,0,0,0,1,0,0,bronx,4.0,406888.0,539.0
X444,PRE-K CENTER @ 2510 MARION AVE,PRE-K,LEASE,"CM, F&E",2016-03-18,2017-09-08,09/05/2017,1811017.0,1406947.0,1339927.0,DSF: 0000822032,False,0,0,0,0,0,0,0,0,1,0,0,bronx,26.0,471090.0,539.0
X445,BRONX HS OF SCIENCE - X,SCA CIP,ROOF REPLACEMENT/PARAPETS,Scope,2015-01-30,2015-06-16,05/01/2015,134776.0,41223.0,41221.0,"DSF: 0000820291, 0000822171",False,1,1,0,0,0,0,0,0,0,0,0,bronx,69.0,93555.0,137.0
X445,BRONX HS OF SCIENCE - X,SCA CIP,ROOF REPLACEMENT/PARAPETS,Design,2015-06-25,2015-11-27,09/29/2015,539100.0,120430.0,116692.0,"DSF: 0000820291, 0000822171",False,1,1,0,0,0,0,0,0,0,0,0,bronx,78.0,422408.0,155.0
X445,BRONX HS OF SCIENCE - X,SCA CIP,GYM CEILING,Scope,2017-04-07,2017-08-08,06/13/2017,20818.0,24058.0,24058.0,DSF: 0000864171,False,1,1,0,0,0,0,0,0,0,0,0,bronx,-16.0,-3240.0,123.0
X445,BRONX HS OF SCIENCE - X,SCA CIP,GYM CEILING,Design,2017-07-19,2017-12-05,12/07/2017,83273.0,102866.0,96356.0,DSF: 0000864171,False,1,1,0,0,0,0,0,0,0,0,0,bronx,-16.0,-13083.0,139.0
X445,BRONX HS OF SCIENCE - X,SCA IEH,"IEH PO18-ROOMS 029,029B,109,124",Construction,2017-02-27,,07/15/2017,,66649.0,6304.0,DSF: 0000045438,False,1,0,0,0,0,0,0,1,0,0,0,bronx,,,
X445,BRONX HS OF SCIENCE - X,SCA IEH,IEH PO18-AUDITORIUM,Construction,2017-07-20,,08/04/2017,,41408.0,6724.0,DSF: 0000047766,False,1,0,0,0,0,0,0,1,0,0,0,bronx,,,
X448,P.S. 340 ANNEX - BRONX,SCA CIP,EARLY PKG.- DETENTION TANK,Scope,2017-12-11,2017-12-11,12/11/2017,30000.0,0.0,0.0,DSF: 0000798176,True,1,1,0,0,0,0,0,0,0,0,0,bronx,100.0,30000.0,0.0
X475,JOHN F. KENNEDY HS - BRONX,SCA CIP,SCIENCE LAB UPGRADE,Scope,2012-06-01,2012-10-17,10/19/2012,110940.0,103978.0,103978.0,DSF: 0000753048,False,1,1,0,0,0,0,0,0,0,0,0,bronx,6.0,6962.0,138.0
X475,JOHN F. KENNEDY HS - BRONX,SCA CIP,SCIENCE LAB UPGRADE,Design,2013-03-27,2013-09-26,11/08/2013,388290.0,329925.0,316570.0,DSF: 0000753048,False,1,1,0,0,0,0,0,0,0,0,0,bronx,18.0,71720.0,183.0
X475,JOHN F. KENNEDY HS - BRONX,SCA CIP,SCIENCE LAB UPGRADE,Construction,2014-04-07,2016-01-26,01/30/2017,6295845.0,6201593.0,5989027.0,DSF: 0000753048,False,1,1,0,0,0,0,0,0,0,0,0,bronx,5.0,306818.0,659.0
X475,JOHN F. KENNEDY HS - BRONX,SCA CIP,SCIENCE LAB UPGRADE,"CM, F&E",2014-04-07,2016-01-26,01/30/2017,551018.0,595580.0,594538.0,DSF: 0000753048,False,1,1,0,0,0,0,0,0,0,0,0,bronx,-8.0,-43520.0,659.0
X475,JOHN F. KENNEDY HS - BRONX,SCA CIP,EXT MASONRY/FLOOD/PARAPETS/ROOFS,Scope,2014-08-19,2015-01-07,07/27/2015,166366.0,225758.0,206813.0,"DSF: 0000797229, 0000820383, 0000820385, 0000820386",False,1,1,0,0,0,0,0,0,0,0,0,bronx,-24.0,-40447.0,141.0
X475,JOHN F. KENNEDY HS - BRONX,SCA CIP,EXT MASONRY/FLOOD/PARAPETS/ROOFS,Design,2015-10-07,2016-03-14,07/05/2016,659453.0,627318.0,350802.0,"DSF: 0000797229, 0000820383, 0000820385, 0000820386",False,1,1,0,0,0,0,0,0,0,0,0,bronx,47.0,308651.0,159.0
M660,SCHOOL OF THE FUTURE - MANHATT,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,2017-05-01,2018-01-15,07/06/2017,70000.0,69473.0,69473.0,DSF: 0000845312,False,0,0,1,0,0,0,1,0,0,0,0,manhattan,1.0,527.0,259.0
M661,OLD MABLE DEAN BACON VOC HS AX,SCA CIP,WORK REQUIRED TO OBTAIN C OF O,Scope,2008-07-22,2008-09-08,09/16/2008,15000.0,34136.0,33979.0,DSF: 0000622222,True,1,1,0,0,0,0,0,0,0,0,0,manhattan,-127.0,-18979.0,48.0
M661,OLD MABLE DEAN BACON VOC HS AX,SCA CIP,WORK REQUIRED TO OBTAIN C OF O,Design,2008-09-16,2008-10-30,09/16/2008,55000.0,171391.0,146190.0,DSF: 0000622222,True,1,1,0,0,0,0,0,0,0,0,0,manhattan,-166.0,-91190.0,44.0
M661,MNHT COMPR. NIGHT & DAY HS - M,SCA IEH,IEH PO18-BASEMENT IT OFFICE AND SERVER ROOM,Construction,2017-08-09,,12/23/2017,,20623.0,1526.0,DSF: 0000048048,False,1,0,0,0,0,0,0,1,0,0,0,manhattan,,,
M807,HARVEY MILK SCHOOL - MANHATTAN,SCA CIP RESOA,FY15 RESO A SECURITY CAMERAS,Scope,2017-01-13,2017-05-15,02/08/2017,0.0,3174.0,3174.0,DSF: 0000800742,False,1,1,0,0,0,0,1,0,0,0,0,manhattan,-inf,-3174.0,122.0
M807,HARVEY MILK SCHOOL - MANHATTAN,SCA CIP RESOA,FY15 RESO A SECURITY CAMERAS,Design,2017-02-08,2017-08-08,04/12/2017,13360.0,12760.0,12760.0,DSF: 0000800742,False,1,1,0,0,0,0,1,0,0,0,0,manhattan,4.0,600.0,181.0
M807,HARVEY MILK SCHOOL - MANHATTAN,DIIT - PBX Telephone,NEW/RETROFIT TELEPHONE/INTERCOM SYS,Purch & Install,2013-06-24,2013-12-31,09/30/2017,,164632.0,164632.0,DSF: 0000776339,True,0,0,1,0,0,0,0,0,0,0,0,manhattan,,,190.0
M833,HS FOR ECONOMICS & FINANCE - M,SCA IEH,"IEH PO18-ROOMS -303, 304, 307, 308, 509, 510, 504",Construction,2016-12-29,,07/02/2017,,168513.0,2797.0,DSF: 0000044725,False,1,0,0,0,0,0,0,1,0,0,0,manhattan,,,
M834,HS FOR ENVIRONMENTAL STUDIES,SCA CIP,6TH FLOOR EGRESS/FIRE ALARM,Scope,2015-06-16,2015-11-13,11/09/2015,54315.0,76056.0,76056.0,"DSF: 0000821944, 0000832931",False,1,1,0,0,0,0,0,0,0,0,0,manhattan,-40.0,-21741.0,150.0
M834,HS FOR ENVIRONMENTAL STUDIES,SCA CIP,6TH FLOOR EGRESS/FIRE ALARM,Design,2016-02-26,2016-08-26,11/18/2016,217260.0,369930.0,298058.0,"DSF: 0000821944, 0000832931",False,1,1,0,0,0,0,0,0,0,0,0,manhattan,-37.0,-80798.0,182.0
M844,M721 SPED - MANHATTAN,SCA IEH,IEH PO18-8TH FL CONFERENCE ROOM,Construction,2017-08-11,,12/02/2017,,27716.0,2170.0,DSF: 0000048106,False,1,0,0,0,0,0,0,1,0,0,0,manhattan,,,
M874,BARUCH COLLEGE CAMPUS HS - M,SCA IEH,IEH PO18-ROOM 510,Construction,2017-10-13,,10/15/2017,,41340.0,5478.0,DSF: 0000049006,False,1,0,0,0,0,0,0,1,0,0,0,manhattan,,,
M933,CITY KNOLL MIDDLE SCHOOL,SCA IEH,IEH PO18-ROOM 403 & STUDENT BATHROOM,Construction,2017-06-22,,10/03/2017,,762.0,762.0,DSF: 0000047410,False,1,0,0,0,0,0,0,1,0,0,0,manhattan,,,
M933,CITY KNOLL MIDDLE SCHOOL,SCA IEH,"IEH PO18-2ND FL BOYS BATH, 6TH FL HALLWAY, ROOM 60",Construction,2017-08-24,,09/01/2017,,26529.0,1530.0,DSF: 0000048345,False,1,0,0,0,0,0,0,1,0,0,0,manhattan,,,
M009,P.S. 9 - MANHATTAN,SCA IEH,IEH PO18-OUTSIDE ROOM 108,Construction,2017-05-30,,11/16/2017,,1956.0,1456.0,DSF: 0000047025,False,1,0,0,0,0,0,0,1,0,0,0,manhattan,,,
M009,P.S. 9 - MANHATTAN,SCA IEH,IEH PO18-ROOM 312,Construction,2017-11-03,,11/25/2017,,34409.0,3922.0,DSF: 0000049229,False,1,0,0,0,0,0,0,1,0,0,0,manhattan,,,
M044,P.S. 334 - MANHATTAN,SCA IEH,IEH PO18-KITCHEN DELIVERY ENTRANCE,Construction,2017-08-31,,09/01/2017,,14020.0,1846.0,DSF: 0000048525,False,1,0,0,0,0,0,0,1,0,0,0,manhattan,,,
M054,I.S. 54 - MANHATTAN,SCA CIP,MASONRY & GRANITE STEP DEFECTS,Scope,2014-07-02,2014-11-18,10/28/2014,26490.0,48680.0,39668.0,DSF: 0000785205,False,1,1,0,0,0,0,0,0,0,0,0,manhattan,-50.0,-13178.0,139.0
M054,I.S. 54 - MANHATTAN,SCA CIP,MASONRY & GRANITE STEP DEFECTS,Design,2014-12-03,2015-05-06,07/14/2015,97130.0,92328.0,67276.0,DSF: 0000785205,False,1,1,0,0,0,0,0,0,0,0,0,manhattan,31.0,29854.0,154.0
M075,P.S. 75 - MANHATTAN,SCA CIP,PLAYNYC BOILER CONVERSION/CLIMATE CONTROL,Scope,2013-07-11,2013-12-12,02/14/2014,110989.0,75354.0,75354.0,"DSF: 0000775607, 0000775608",False,1,1,0,0,0,0,0,0,0,0,0,manhattan,32.0,35635.0,154.0
M075,P.S. 75 - MANHATTAN,SCA CIP,PLAYNYC BOILER CONVERSION/CLIMATE CONTROL,Design,2014-02-18,2014-07-18,07/25/2014,436623.0,467318.0,445008.0,"DSF: 0000775607, 0000775608",False,1,1,0,0,0,0,0,0,0,0,0,manhattan,-2.0,-8385.0,150.0
M075,P.S. 75 - MANHATTAN,DCAS/NYPA,HIGH EFFICIENCY LIGHTING SYSTEM,Construction,2015-04-02,2017-05-26,05/26/2017,96329.0,96329.0,96329.0,DSF:,False,0,0,0,0,0,0,0,0,0,1,0,manhattan,0.0,0.0,785.0
M076,P.S. 76 - MANHATTAN,SCA CIP RESOA,FY17 RESO A AUDITORIUM  UPGRADE,Scope,2017-03-02,2017-06-30,04/04/2017,0.0,12434.0,12434.0,DSF: 0000844204,False,1,1,0,0,0,0,1,0,0,0,0,manhattan,-inf,-12434.0,120.0
M076,P.S. 76 - MANHATTAN,SCA CIP RESOA,FY17 RESO A AUDITORIUM  UPGRADE,Design,2017-04-04,2017-09-01,05/12/2017,18169.0,8337.0,2472.0,DSF: 0000844204,False,1,1,0,0,0,0,1,0,0,0,0,manhattan,86.0,15697.0,150.0
M076,P.S. 76 - MANHATTAN,SCA CIP RESOA,FY17 RESO A AUDITORIUM  UPGRADE,Construction,2017-06-27,2018-01-22,11/14/2017,266472.0,256463.0,181106.0,DSF: 0000844204,False,1,1,0,0,0,0,1,0,0,0,0,manhattan,32.0,85366.0,209.0
M076,P.S. 76 - MANHATTAN,SCA CIP RESOA,FY17 RESO A AUDITORIUM  UPGRADE,"CM, F&E",2017-06-27,2018-01-22,11/14/2017,18169.0,28375.0,10797.0,DSF: 0000844204,False,1,1,0,0,0,0,1,0,0,0,0,manhattan,41.0,7372.0,209.0
M076,P.S. 76 - MANHATTAN,SCA IEH,IEH PO18-ROOM 221 & HALLWAY NEAR ROOM 329,Construction,2017-06-14,,07/22/2017,,15329.0,2644.0,DSF: 0000047312,False,1,0,0,0,0,0,0,1,0,0,0,manhattan,,,
M081,LYFE,SCA CIP,CTF-ROOM CONVERSION,Scope,2015-07-22,2015-10-22,04/22/2016,39525.0,43607.0,43607.0,DSF: 0000822215,False,1,1,0,0,0,0,0,0,0,0,0,manhattan,-10.0,-4082.0,92.0
M081,LYFE,SCA CIP,CTF-ROOM CONVERSION,Design,2016-04-27,2016-09-27,05/17/2017,158100.0,153974.0,118692.0,DSF: 0000822215,False,1,1,0,0,0,0,0,0,0,0,0,manhattan,25.0,39408.0,153.0
M084,P.S. 84 - MANHATTAN,SCA CIP RESOA,RESO A GREENROOF,Scope,2013-05-22,2013-10-07,08/16/2013,0.0,97351.0,79730.0,DSF: 0000776001,False,1,1,0,0,0,0,1,0,0,0,0,manhattan,-inf,-79730.0,138.0
M084,P.S. 84 - MANHATTAN,SCA CIP RESOA,RESO A GREENROOF,Design,2016-04-07,2016-09-07,10/17/2016,150375.0,121558.0,89874.0,DSF: 0000776001,False,1,1,0,0,0,0,1,0,0,0,0,manhattan,40.0,60501.0,153.0
M084,P.S. 84 - MANHATTAN,SCA IEH,"IEH PO18-ROOMS 336, 232, 128",Construction,2017-09-21,,12/10/2017,,79916.0,2684.0,DSF: 0000048671,False,1,0,0,0,0,0,0,1,0,0,0,manhattan,,,
M087,P.S. 87 - MANHATTAN,SCA IEH,IEH PO18-GYM,Construction,2016-08-03,,12/07/2017,,2467.0,2467.0,DSF: 0000042305,False,1,0,0,0,0,0,0,1,0,0,0,manhattan,,,
M087,P.S. 87 - MANHATTAN,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,2017-06-29,2017-09-26,09/26/2017,,162719.0,162719.0,DSF: 0000808861,False,0,0,0,1,1,0,0,0,0,0,0,manhattan,,,89.0
M088,J.H.S. 860 - MANHATTAN,SCA CIP,SCIENCE LAB UPGRADE,Scope,2015-12-15,2016-04-01,04/22/2016,19125.0,33195.0,33195.0,DSF: 0000843677,False,1,1,0,0,0,0,0,0,0,0,0,manhattan,-74.0,-14070.0,108.0
M088,J.H.S. 860 - MANHATTAN,SCA CIP,SCIENCE LAB UPGRADE,Design,2016-04-27,2016-09-27,04/04/2017,76500.0,127083.0,69045.0,DSF: 0000843677,False,1,1,0,0,0,0,0,0,0,0,0,manhattan,10.0,7455.0,153.0
M088,WADLEIGH SCNDRY SCHL FOR PERMG,SCA CIP,ENY AUDITORIUM UPGRADE,Scope,2017-02-17,2017-06-20,04/20/2017,6832.0,125.0,125.0,DSF: 0000865809,False,1,1,0,0,0,0,0,0,0,0,0,manhattan,98.0,6707.0,123.0
M088,WADLEIGH SCNDRY SCHL FOR PERMG,SCA CIP,ENY AUDITORIUM UPGRADE,Design,2017-05-17,2017-10-18,12/13/2017,25050.0,500.0,500.0,DSF: 0000865809,False,1,1,0,0,0,0,0,0,0,0,0,manhattan,98.0,24550.0,154.0
M088,WADLEIGH SECONDARY SCHOOL FOR,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Scope,2017-08-25,2017-12-26,09/29/2017,7774.0,2580.0,2580.0,DSF: 0000867041,False,1,1,0,0,0,0,0,0,0,0,0,manhattan,67.0,5194.0,123.0
X475,JOHN F. KENNEDY HS - BRONX,SCA CIP,PARKING AREA LIGHTING/TCU REMOVAL AND PLAYGROUND,Scope,2013-08-14,2014-09-04,08/22/2014,45091.0,38906.0,38906.0,"DSF: 0000777221, 0000799534",False,1,1,0,0,0,0,0,0,0,0,0,bronx,14.000000000000002,6185.0,386.0
X475,JOHN F. KENNEDY HS - BRONX,SCA CIP,PARKING AREA LIGHTING/TCU REMOVAL AND PLAYGROUND,Design,2014-09-11,2015-07-23,06/05/2015,171681.0,177798.0,170021.0,"DSF: 0000777221, 0000799534",False,1,1,0,0,0,0,0,0,0,0,0,bronx,1.0,1660.0,315.0
X660,HIGH SCHOOL FOR ENERGY AND TEC,SCA IEH,IEH PO18-RM 401,Construction,2017-06-21,,08/01/2017,,10926.0,3220.0,DSF: 0000047400,False,1,0,0,0,0,0,0,1,0,0,0,bronx,,,
X660,HIGH SCHOOL FOR ENERGY AND TEC,SCA IEH,IEH PO18-RM 117 CLOSET,Construction,2017-08-15,,09/23/2017,,16181.0,5678.0,DSF: 0000048206,False,1,0,0,0,0,0,0,1,0,0,0,bronx,,,
X819,P.S. 207 - BRONX,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,2017-06-14,2017-07-14,10/23/2017,100000.0,99250.0,99250.0,DSF: 0000845043,False,0,0,1,0,0,0,1,0,0,0,0,bronx,1.0,750.0,30.0
X826,P.S. 226 - BRONX,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,2017-05-08,2018-01-15,08/03/2017,35000.0,34733.0,34733.0,DSF: 0000845026,False,0,0,1,0,0,0,1,0,0,0,0,bronx,1.0,267.0,252.0
X843,P.S. 246 - BRONX,SCA CIP,ELEVATOR/EXT MSNRY/FLOOD/ PARAPETS/ROOFS/WALL,Scope,2012-07-31,2013-10-16,02/06/2014,176871.0,231443.0,225438.0,"DSF: 0000025015, 0000751712, 0000797406, 0000797407, 0000797408, 0000797414",False,1,1,0,0,0,0,0,0,0,0,0,bronx,-27.0,-48567.0,442.0
X843,P.S. 246 - BRONX,SCA CIP,ELEVATOR/EXT MSNRY/FLOOD/ PARAPETS/ROOFS/WALL,Design,2014-03-19,2014-08-18,12/03/2014,704052.0,672338.0,553042.0,"DSF: 0000025015, 0000751712, 0000797406, 0000797407, 0000797408, 0000797414",False,1,1,0,0,0,0,0,0,0,0,0,bronx,21.0,151010.0,152.0
X859,P.S. 315 - BRONX,SCA IEH,IEH PO18-EXIT DOORS 2 AND 3; IN THE HALL,Construction,2017-01-03,,07/01/2017,,191148.0,11474.0,DSF: 0000044799,False,1,0,0,0,0,0,0,1,0,0,0,bronx,,,
X012,X012 SPED - BRONX,SCA CIP,STRUCTURAL CRACKS/WINDOWS/PARAPETS,Scope,2016-03-23,2016-08-05,03/08/2017,85074.0,138743.0,130662.0,"DSF: 0000843972, 0000866166, 0000866177",False,1,1,0,0,0,0,0,0,0,0,0,bronx,-54.0,-45588.0,135.0
X012,X012 SPED - BRONX,SCA CIP,STRUCTURAL CRACKS/WINDOWS/PARAPETS,Design,2017-04-04,2017-09-01,11/28/2017,330363.0,221740.0,216475.0,"DSF: 0000843972, 0000866166, 0000866177",False,1,1,0,0,0,0,0,0,0,0,0,bronx,34.0,113888.0,150.0
X019,P.S. 19 - BRONX,SCA Capacity,ADDITION,Scope,2016-05-23,2016-09-16,09/20/2016,1271925.0,1022443.0,1011766.0,DSF: 0000821591,False,1,0,0,0,0,0,0,0,0,0,0,bronx,20.0,260159.0,116.0
X019,P.S. 19 - BRONX,SCA Capacity,ADDITION,Design,2016-09-21,2017-03-27,05/11/2017,4070160.0,4071495.0,1758457.0,DSF: 0000821591,False,1,0,0,0,0,0,0,0,0,0,0,bronx,56.99999999999999,2311703.0,187.0
